outplant_time,site,b_r,bag,oyster_number,dish_mass,wet_mass,length,whole_dry,dry_tissue,picture_order,picture_number,area,,
24.14285714,E,b,2,4,2.4503,18.2508,57.75,10.8225,3.0689,262,10718,1471.051,,
24.14285714,E,b,2,5,2.4564,24.4918,63.6,16.7161,3.7469,263,10719,1834.71,,
24.14285714,E,b,2,6,2.4743,21.3215,56.39,13.4224,3.388,264,10720,1868.141,,
24.14285714,E,b,2,7,2.4359,25.8557,61.85,15.8071,3.9274,265,10721,1921.39,,
24.14285714,E,b,2,9,2.4748,26.1103,65.06,17.1212,3.7723,266,10722,2236.57,,
24.14285714,E,b,2,10,2.4461,13.6085,54.5,8.8996,3.027,267,10723,1180.653,,
24.14285714,E,b,3,1,2.455,17.0465,50.23,11.1104,3.0379,268,10724,1861.417,double shell,
24.14285714,E,b,3,2,2.4586,25.2106,65.08,15.8246,3.4883,269,10725,1814.819,,
24.14285714,E,b,3,3,2.4318,20.9212,66.11,12.6706,3.2797,270,10726,1901.792,,
24.14285714,E,b,3,4,2.4587,19.4641,58.08,12.9874,3.2632,271,10727,1583.572,,
24.14285714,E,b,3,5,2.4564,21.7761,60.06,14.7722,3.5247,272,10728,1886.848,,
24.14285714,E,b,3,6,2.4504,27.5451,70.54,16.9874,3.7942,273,10729,2010.638,,
24.14285714,E,b,3,7,2.5002,24.4717,51.6,14.8224,3.6335,274,10730,1383.478,,
24.14285714,E,b,3,8,2.486,17.5619,52.46,11.3194,3.1808,275,10731,1586.398,,
24.14285714,E,b,3,9,2.4693,18.7204,50.34,12.695,3.3306,276,10732,1484.735,,
24.14285714,E,b,3,10,2.465,23.1232,57.42,14.7839,3.5404,277,10733,1832.337,,
24.14285714,E,b,4,1,2.427,12.7657,48.22,9.2685,2.9873,278,10734,1091.281,,
24.14285714,E,b,4,2,2.4555,10.9405,52.55,8.0193,2.8951,279,10735,953.723,,
24.14285714,E,b,4,3,2.4729,15.2499,49.91,10.3241,3.2227,280,10736,1227.444,,
24.14285714,E,b,4,4,2.4696,14.4109,42.52,9.7855,3.0405,281,10737,1415.948,,
24.14285714,E,b,4,5,2.4108,11.1847,47.33,8.0559,2.8594,282,10738,1054.009,,
24.14285714,E,b,4,6,2.486,16.4356,52.01,11.4582,3.0896,283,10739,1180.262,,
24.14285714,E,b,4,7,2.4948,14.9588,49.81,10.1837,3.2793,284,10740,1188.66,,
24.14285714,E,b,4,8,2.4413,15.9898,52.82,10.7758,3.1485,285,10741,1141.982,,
24.14285714,E,b,4,9,2.467,11.0019,42.15,7.6423,2.9646,286,10742,901.878,,
24.14285714,E,b,4,10,2.4106,19.74,56.87,12.3199,3.4512,287,10743,1261.18,,
24.14285714,E,b,5,1,2.4143,33.4101,81.5,19.965,4.1242,288,10744,2510.18,,
